geoid,over_65,total
08101002914,307,1207
09110473602,307,1003
09120072400,307,1020
09130541302,307,2295
10003013300,307,747
12033003312,307,1226
12057005500,307,1491
12057010600,307,1321
12061050908,307,1140
12086010015,307,1035
13099090100,307,485
13121007100,307,963
13121010127,307,1039
13311950301,307,1315
15003006818,307,721
16053970502,307,1114
17031800100,307,838
17031804505,307,1540
18097320500,307,1436
20091052907,307,1675
21151010303,307,1273
22017024207,307,718
22051025900,307,1100
22065960300,307,699
22111960300,307,1077
22117950101,307,913
23025966200,307,725
24005411101,307,853
24021750805,307,1724
25025040401,307,1266
26049012503,307,1087
26081011401,307,808
27019091202,307,1278
27035950901,307,1151
27053126202,307,3170
27123033100,307,706
27137014100,307,676
29041470100,307,744
29077005201,307,1156
32003000109,307,1146
32003002825,307,1102
34005701204,307,1199
34017015001,307,1267
34039037500,307,2315
36047101800,307,725
36055015303,307,1342
36087010601,307,1155
36103110801,307,746
36103147100,307,1033
36111955002,307,1197
37075920200,307,947
37085070901,307,1270
38005956700,307,825
38059020303,307,993
39061003700,307,1049
39075976801,307,1369
40065968300,307,643
40133583700,307,785
41011000401,307,1120
41019090002,307,489
41029002000,307,1138
41059950201,307,1217
42003300100,307,1278
42029302103,307,1683
42045408900,307,1068
42095017702,307,890
42101010300,307,1002
42101013900,307,1366
45003020604,307,1045
45003021902,307,975
45013000903,307,980
47071920401,307,705
48025950501,307,1002
48061013204,307,639
48085031675,307,1182
48113016421,307,1201
48141010327,307,1130
48439106004,307,2485
48439111556,307,1655
48485011800,307,752
48491020208,307,1128
49005001202,307,2123
49057201302,307,1139
51069050402,307,1058
51121020402,307,1535
51165010500,307,1081
51179010103,307,1830
53033032318,307,2202
53035080500,307,1678
01019955801,306,703
01055010800,306,995
01081042003,306,1509
01097006802,306,1189
01119011301,306,884
02020001601,306,1507
04013812802,306,1780
04019004112,306,918
05093010802,306,1093
06037404402,306,1207
06037433307,306,802
06037576401,306,1289
06037910607,306,1162
06071009128,306,1213
06073008359,306,1817
06075017602,306,1534
06075020101,306,1917
06075031401,306,658
06077004308,306,1249
06107003302,306,747
06111003608,306,1038
08005084100,306,1377
08005085600,306,1089
08014030100,306,879
09190010800,306,1203
12011020311,306,1234
12031011700,306,1272
12057011206,306,1402
12081000203,306,914
12086009055,306,704
12099007738,306,1687
12103026818,306,1379
12131950202,306,1180
13089023219,306,1095
13095010601,306,929
13097080513,306,1252
13121007002,306,1143
13133950500,306,559
13245010104,306,1467
17031711100,306,1037
17163503903,306,1381
17197880426,306,1228
18029080201,306,1054
18071967501,306,1017
18141003400,306,1460
19113000209,306,1496
19139051000,306,1235
20091052507,306,1442
20173001100,306,846
20183475800,306,748
21039960200,306,692
21111012413,306,1351
21209040604,306,1024
22109000601,306,942
24005411411,306,1193
25005642300,306,836
25023511702,306,1015
26163562300,306,835
27053026023,306,1569
27131070501,306,805
27137015402,306,644
28071950506,306,1175
28081950700,306,1503
28125950100,306,738
29021002200,306,739
29093950100,306,964
29095002100,306,1530
29157470100,306,920
31053964400,306,1107
32003004703,306,1749
32003004911,306,1491
34013012800,306,1443
34029738002,306,593
34031182100,306,1323
36005007100,306,1386
36027110005,306,888
36027220700,306,1093
36047023300,306,2235
36047026400,306,1617
36055012000,306,1252
36087013001,306,713
36119012803,306,1010
37025041304,306,2548
37039930102,306,1034
37051001701,306,1148
37101041504,306,1643
37125950306,306,841
38067950200,306,725
39033974800,306,1012
39101000900,306,1531
39151714702,306,1075
39153533000,306,775
40027201404,306,1872
40063485000,306,785
40119010201,306,1620
40141070300,306,928
40143007523,306,1098
41027950302,306,1258
41029000202,306,1446
42003479000,306,843
42003552000,306,896
42017105810,306,884
42063961200,306,1187
42091206201,306,1089
42091208201,306,761
42099030201,306,920
42105950101,306,860
45015020717,306,2069
45031011302,306,857
45041002500,306,1005
45051010100,306,1109
45063021305,306,1134
46081966303,306,1481
47085130400,306,924
47109930501,306,956
47113000900,306,996
48007950200,306,598
48029171915,306,607
48113012801,306,971
48113019045,306,968
48141010210,306,2914
48167723700,306,1027
48201211600,306,1090
48251130218,306,1266
48257050212,306,1523
48303001906,306,966
48303010201,306,632
48309003712,306,1315
48329000401,306,1299
48355005414,306,1741
48375015300,306,1738
48485011200,306,829
49049000703,306,1990
51019030604,306,955
51085321202,306,1754
51179010503,306,836
51550021407,306,887
51700032126,306,1802
51710005602,306,1360
53033000800,306,1125
53053071806,306,2025
53053073122,306,1864
53053073407,306,1530
54061010700,306,1796
55079020500,306,1103
55079100100,306,1543
55087011200,306,1075
72005400800,306,535
02020000901,305,1556
05001480700,305,1075
05079960500,305,793
06007001200,305,1586
06037434003,305,935
06065040402,305,1054
06071003605,305,1125
06073017702,305,1338
06073018518,305,889
06075021000,305,1758
06077001700,305,1040
06077004309,305,900
06111001304,305,1075
06111006302,305,718
08005085300,305,1093
08035014114,305,1370
08041003710,305,1363
08041006901,305,1638
11001010201,305,2074
12011030602,305,1638
12086004206,305,911
12087971300,305,789
12095014702,305,2139
12111382118,305,1767
13067030255,305,1878
13073030504,305,1427
13135050458,305,1110
13135050557,305,864
15003007812,305,833
16001002231,305,1055
17031500300,305,925
17031590600,305,1451
17157950500,305,831
17179020800,305,1232
18023950500,305,1651
18057111007,305,1686
18097330208,305,1231
18159020100,305,1021
19013001900,305,732
19069360300,305,951
20025967100,305,813
21029020704,305,1245
21111002100,305,831
22013970200,305,647
22029000500,305,794
22047952701,305,936
22097961702,305,851
22105953401,305,945
23017966002,305,573
24009860702,305,1070
25017355000,305,1446
25021401202,305,613
26081002200,305,2613
26093741601,305,834
26099261400,305,1057
26125142200,305,1664
26125197200,305,1247
26145011901,305,758
27053100400,305,1199
27113090200,305,1126
27123030500,305,1924
27123031100,305,1328
27139080100,305,1115
27171100705,305,1376
28011950702,305,1273
28099010102,305,787
28149950400,305,999
29095013706,305,1885
29510125600,305,3428
30017961600,305,961
34023009101,305,867
34029736106,305,1195
36005012101,305,1055
36029001602,305,573
36029003502,305,812
36029008800,305,1751
36031960502,305,857
36043010702,305,1035
36047010100,305,1596
36047073400,305,542
36047074600,305,699
36047118600,305,809
36059406201,305,902
36071001602,305,916
36081020400,305,692
36081062600,305,886
36093032403,305,917
36103158326,305,516
36111954700,305,580
37021000100,305,522
37071030403,305,818
37081015705,305,1380
37135010706,305,1258
38017010106,305,2676
38019950900,305,793
39023002100,305,676
39055310200,305,846
39057210101,305,1940
39095008100,305,1534
39099802800,305,1191
39139000600,305,1134
39155933100,305,848
40111000601,305,1023
40121486800,305,755
40143006506,305,860
40143007411,305,1765
41005022502,305,1756
42003261400,305,1038
42017103800,305,592
42111021700,305,983
42129800300,305,1039
45019000100,305,928
45021970501,305,929
45037970204,305,909
45053950204,305,1240
45083022004,305,974
45083022701,305,751
46013951700,305,1593
46109950400,305,786
47157007200,305,1600
47157020834,305,1181
47157021122,305,2064
48005000103,305,999
48029120901,305,991
48121020208,305,1238
48121021204,305,1372
48121021518,305,973
48143950700,305,829
48201231800,305,877
48201350201,305,1123
48201450301,305,991
48215020104,305,551
48245011600,305,842
48321730400,305,1162
49011125103,305,2362
51027010400,305,835
53027001400,305,908
53061051922,305,2028
53061052707,305,1677
53063010102,305,1020
55005001003,305,657
55009940004,305,1137
55035001200,305,2157
55079090800,305,1004
72145560401,305,1180
01073005800,304,2258
01081041902,304,1143
04013108502,304,2264
05125010514,304,1027
06001444400,304,1475
06005000301,304,780
06037131100,304,1076
06037137504,304,666
06037194102,304,1223
06049000200,304,626
06053001802,304,1568
06059052522,304,1356
06059099217,304,895
06065042728,304,762
06067007415,304,1141
06073012502,304,1775
06081607500,304,2543
08031004801,304,1183
08039961209,304,818
08059009855,304,1085
08067971000,304,1305
08113968200,304,743
09110510100,304,924
09120061300,304,1108
10003002200,304,793
10005050505,304,527
12073001500,304,1959
12086013301,304,933
12113010505,304,1630
13121012000,304,1795
13215001100,304,913
15009030713,304,1244
16049960400,304,547
17031081100,304,2809
17031828701,304,1376
17201003606,304,1299
18039002300,304,1038
18097341600,304,889
18097350700,304,789
18133956302,304,931
19071970300,304,874
19113000700,304,1134
20091053012,304,1444
20091053110,304,1192
20091053712,304,1519
20173007206,304,1222
20209042700,304,1155
21023950100,304,1039
22055000603,304,954
22073005304,304,1430
22073010203,304,1362
22087030104,304,716
23005000600,304,2011
24025301704,304,1388
25023542301,304,1679
25027710601,304,1285
26147626001,304,852
26163569900,304,956
27035950402,304,709
27053026026,304,1755
27053026515,304,879
28105950300,304,1359
33011200201,304,963
34027045703,304,1385
35006974202,304,1021
36005044800,304,703
36019100902,304,1066
36029017400,304,1712
36047077400,304,1275
36047083600,304,651
36051030701,304,938
36059518502,304,992
36067016100,304,858
36075021104,304,1179
36081004002,304,528
36081018502,304,1590
36091061002,304,1121
36115085000,304,777
36119004500,304,852
37001020801,304,750
37067000700,304,896
38033962900,304,663
39155921300,304,1067
40109107001,304,2034
40109108711,304,1064
40143007533,304,1059
40143009006,304,2180
41051000601,304,2228
42003486700,304,915
42043024200,304,1204
42069102300,304,1311
42101003100,304,2321
45007011100,304,1043
45023020900,304,816
47009011501,304,690
47157020657,304,1810
47183968102,304,736
48039660401,304,1038
48085030541,304,1401
48113016526,304,1306
48119950200,304,858
48165950201,304,1789
48201232403,304,1427
48381021605,304,993
48491020341,304,1510
49039972300,304,1146
49049001002,304,1072
51001090401,304,1059
51059451100,304,797
51680001603,304,1159
53033004800,304,2435
53033029604,304,1013
53033032211,304,1682
53057951502,304,1316
53061052006,304,1391
55025002500,304,1053
55139000100,304,1098
72139060225,304,1079
01089011024,303,1827
01097006303,303,1243
04013061051,303,1340
04013092721,303,1173
04013106703,303,1017
04013811000,303,1036
05149952401,303,953
06001420301,303,1101
06029001202,303,1769
06037192420,303,1409
06037236204,303,1180
06037265701,303,853
06037273300,303,1465
06037297601,303,1283
06037462001,303,1263
06065041703,303,1618
06071010014,303,1561
06085512312,303,1154
06099002303,303,1182
08039961100,303,867
08041004515,303,2398
08067970706,303,689
08105977002,303,1088
09160263200,303,659
10003013614,303,1179
12071040308,303,1266
12086007200,303,1151
12099007208,303,904
12099007916,303,1397
12103020208,303,1151
12103025603,303,1047
12105013300,303,873
13021013201,303,2201
13039010304,303,1203
13045911002,303,1311
13089021506,303,1501
13151070210,303,744
13227050602,303,824
13245010514,303,1240
13279970102,303,818
17031160400,303,2138
17031290900,303,1302
17031440600,303,703
17183010400,303,878
18035001300,303,1159
18035001500,303,1137
18097322700,303,913
18097354201,303,2615
18097370203,303,1545
19081270200,303,965
20041084200,303,875
20173002300,303,972
21031930100,303,1143
21115960100,303,1189
21133950602,303,846
22071000611,303,1187
22071007101,303,922
22077952202,303,920
23005012001,303,706
23009966000,303,782
24003702209,303,1318
25005613901,303,1352
25017342201,303,2302
25017356100,303,1421
26035000100,303,620
26049010503,303,847
26065003400,303,1072
26093730101,303,970
26107961002,303,935
26125128000,303,1307
26135970400,303,775
26163524800,303,1080
26163563900,303,900
26163568300,303,1839
27141030405,303,1216
29063080101,303,838
29095000800,303,1429
29195090100,303,1016
30013001700,303,861
31055005300,303,892
31081969100,303,713
33011000202,303,928
34011041101,303,1099
34013014400,303,1637
35045000614,303,753
35047957603,303,805
36005031600,303,716
36025971300,303,730
36061011401,303,664
36067000200,303,1482
36067013900,303,1059
36067016801,303,730
36103110901,303,1188
36103159201,303,1238
37067002806,303,1291
37101041301,303,685
37119001606,303,1498
37119005611,303,1671
37149920301,303,510
37197050401,303,1170
39017013400,303,952
39035106600,303,1294
39061010004,303,2679
39095008205,303,881
39119911202,303,1364
40109108323,303,1787
40143007311,303,1026
41045970700,303,665
41055950100,303,784
41067030104,303,1601
41067031007,303,1194
41067031511,303,1008
42003101800,303,1272
42029300101,303,1197
42071013704,303,1407
42101005400,303,740
42101013100,303,811
45035010506,303,778
45055970902,303,1256
47093004501,303,1540
48029162004,303,1156
48029171601,303,1168
48073950201,303,1224
48107950100,303,789
48113018128,303,2020
48141010349,303,858
48189950200,303,1224
48201334001,303,1179
48439111033,303,1649
48479001723,303,1605
49035113415,303,1534
51710003600,303,1257
53033028500,303,1714
54033031600,303,928
55059001500,303,1389
55127001608,303,986
72023830608,303,547
01001020502,302,1333
01089011301,302,1349
01127021600,302,658
04017940010,302,877
04019001200,302,1322
05045030701,302,1241
05093011000,302,1426
05107480202,302,681
06001401300,302,2396
06037183401,302,827
06037183520,302,1143
06037190902,302,1674
06037207304,302,1664
06037208802,302,1380
06037275605,302,1707
06037296901,302,1567
06037503502,302,1042
06037543701,302,708
06037552002,302,963
06037650606,302,1671
06071002801,302,1310
06075015202,302,1065
06083002209,302,956
06087121801,302,774
08035014009,302,1495
08035014124,302,1868
08041007402,302,874
08069002504,302,852
10003014908,302,1291
10005050503,302,1762
10005051101,302,541
10005051103,302,519
12001001203,302,1638
12005001000,302,794
12005002607,302,640
12031012900,302,1024
12031013522,302,1687
12033001700,302,1013
12071001101,302,1498
12095017807,302,1428
12099007723,302,787
13077170101,302,665
13151070115,302,1357
13151070406,302,1722
13185011404,302,1362
15003002801,302,609
16005001102,302,1416
17001000201,302,906
17031300500,302,977
17031580400,302,1502
17031805107,302,3082
17031813802,302,1433
17031816600,302,1156
17033880400,302,1083
17197881113,302,1957
17197881401,302,1340
18003004000,302,1161
18031969100,302,1096
18035001200,302,1005
18181958400,302,879
19183960500,302,1176
20091052005,302,1343
20111000700,302,887
20185470700,302,857
21047201400,302,1029
21063920101,302,761
21113060300,302,902
21169960200,302,1247
21227011402,302,1425
22087030204,302,1232
22097961302,302,1002
24001001402,302,713
24031700316,302,1278
25003931300,302,681
25027742402,302,1689
25027752102,302,1108
26021011600,302,741
26025003200,302,814
26125144800,302,1175
26125160700,302,587
26143970500,302,588
26155030800,302,1319
26163503200,302,1055
26163541100,302,792
27123036000,302,1578
27137011401,302,638
27163070705,302,1373
28023950202,302,721
28037950200,302,984
28059041001,302,917
28127950102,302,1094
29055450101,302,837
29186960400,302,1004
31055007304,302,645
32003005115,302,1191
32031001704,302,1229
34001010300,302,982
34023004400,302,1641
35035000200,302,983
36005022701,302,2045
36005042902,302,1678
36021001900,302,787
36029004902,302,2105
36047074800,302,678
36055009605,302,1035
36059304001,302,834
36077590102,302,680
36085004003,302,1385
36119014000,302,817
37081012610,302,1141
37107011301,302,707
37163971001,302,893
37175960502,302,968
37183051502,302,971
37183052401,302,3111
39017014700,302,1627
39057200101,302,1150
39081012200,302,718
39089757402,302,951
39089759102,302,1044
39167021202,302,816
40115574300,302,1009
41017001702,302,1567
41051001500,302,1506
41051006100,302,992
41067031612,302,1748
42077006303,302,1444
42107001800,302,965
42125763700,302,642
47157003100,302,1730
48029131100,302,978
48029170401,302,1373
48061011908,302,902
48113009701,302,1497
48121021738,302,1498
48133950302,302,789
48201222505,302,899
48201311701,302,1159
48201421900,302,994
48201510400,302,1762
48201533803,302,1852
48201554201,302,2668
48215020507,302,625
48303010506,302,1722
48375015200,302,944
48439105203,302,1167
48491021603,302,1181
49035113906,302,1508
50025967800,302,749
51059451300,302,851
51153900408,302,1554
51710004500,302,667
53053062901,302,1977
53061052112,302,913
72057270400,302,869
72117959402,302,656
72127005204,302,709
72135510504,302,1481
01065040500,301,593
01089000602,301,773
01101001300,301,983
02170000402,301,828
04013111900,301,1152
04013815800,301,2294
04015951702,301,1144
05111490501,301,1053
06009000505,301,480
06013388000,301,1114
06019004217,301,985
06037107010,301,757
06037131022,301,1002
06037185101,301,1037
06037191203,301,968
06037601900,301,1321
06049000400,301,551
06067009408,301,623
06073008511,301,2620
06073013320,301,1960
06073020017,301,1000
06073020601,301,1901
06081605501,301,1670
06081611800,301,1104
06085503339,301,1272
06085512311,301,1310
08001009322,301,1620
08059011725,301,766
08101000800,301,1168
09140351601,301,1352
09150708100,301,1099
11001006400,301,1674
12086011407,301,971
12103021502,301,1011
12103025123,301,631
13067030265,301,1264
13067030366,301,1076
13089023112,301,1545
13093970200,301,658
13095011300,301,1192
13135050614,301,1401
13153021206,301,903
15003008623,301,1340
15003009803,301,862
17031190100,301,857
17031838600,301,602
19161080100,301,1150
19163013200,301,797
19173180200,301,787
20099950200,301,949
20145970300,301,673
21015070601,301,973
22019000602,301,1192
22051026800,301,997
22097960902,301,984
24033800518,301,1232
25005641600,301,1081
25013801800,301,1205
26049011302,301,1303
26049012003,301,1155
26049012802,301,936
26077001604,301,812
26099245100,301,1680
26147630100,301,677
26163514300,301,800
26163537100,301,836
26163556800,301,648
27003050114,301,1120
27019090302,301,2234
27063480100,301,919
28003950201,301,1665
28053950200,301,771
28139950402,301,844
29181870400,301,780
31055002300,301,956
32003002203,301,1443
32003005354,301,2449
33011001600,301,2137
33011200101,301,1104
34009020400,301,1289
34013010100,301,943
34017004300,301,1088
34031181800,301,1054
35013000600,301,1186
35027960602,301,788
35031943602,301,833
36005021501,301,1314
36005030100,301,659
36005045600,301,1193
36029000500,301,1066
36029010500,301,984
36047000700,301,1785
36047004300,301,1950
36047047400,301,753
36047064400,301,810
36047102801,301,527
36053030702,301,778
36055001900,301,1425
36059304204,301,1264
36067002300,301,1046
36067011241,301,922
36069052001,301,810
36077590701,301,668
36083052101,301,820
37019020316,301,384
37071031401,301,1147
37119005929,301,1804
37161960503,301,678
37191000700,301,966
37195001502,301,1081
38053962400,301,2340
39013012202,301,704
39049002510,301,1148
39049005200,301,1980
39049006810,301,1067
39095006000,301,1026
40119011001,301,1440
40131050301,301,874
41051002802,301,1174
42029302104,301,2123
42039112002,301,627
42045405000,301,713
42061950100,301,730
42077009601,301,1051
45047970900,301,751
47157001200,301,1295
48015760201,301,962
48029121605,301,988
48039660403,301,1914
48113013610,301,1480
48121021724,301,1463
48199030400,301,850
48201252602,301,1159
48201320500,301,1188
48201452402,301,1219
48201540102,301,1869
48215024116,301,1160
48303001200,301,938
48303002102,301,1135
48303010422,301,830
48339694501,301,846
48423001701,301,1439
48439113940,301,2472
48469000601,301,679
48497150404,301,1125
50025967300,301,904
51059482206,301,541
51153901230,301,1162
51179010214,301,1189
51520020201,301,1254
51700032113,301,1584
53033030312,301,1994
54033031700,301,733
55079002400,301,1048
72061040101,301,600
72061040412,301,666
72061040445,301,1133
01097002400,300,1200
01131034802,300,824
01131035200,300,556
05119004104,300,980
06001402802,300,777
06001422000,300,1233
06001431100,300,1283
06037113239,300,857
06037125501,300,1648
06037195202,300,1469
06037201110,300,755
06037543203,300,1124
06037603006,300,845
06059052432,300,2800
06059052521,300,2358
06067008507,300,1525
06071001812,300,1178
06073001400,300,1829
06073017603,300,1093
06073020310,300,2587
06075012203,300,1081
06077001502,300,1190
06081607200,300,1650
06085507806,300,2108
06085512037,300,949
08001008562,300,1865
08005005632,300,1078
09120073400,300,1054
09170165300,300,1057
11001003600,300,2248
12045960301,300,574
12057011910,300,1434
12086004602,300,1170
12086008428,300,872
12086011206,300,845
12086011406,300,1077
12099002900,300,1702
13063040537,300,1783
13089022602,300,952
13247060411,300,816
16055000304,300,1232
17015960400,300,850
17077010601,300,782
17089854301,300,1463
17197882802,300,1058
18039001501,300,1924
19103001802,300,1610
20209041600,300,1125
20209044102,300,901
21107970600,300,1139
21115960200,300,942
22063040807,300,826
24011955202,300,834
26081011403,300,1399
26099251100,300,876
26125161900,300,892
26163545200,300,945
26163557100,300,951
27007450706,300,1044
27037060753,300,1164
27117460200,300,833
27123030800,300,1840
27129790400,300,1015
28011950100,300,1149
28045030603,300,857
28059041600,300,852
29049960201,300,1110
29077003200,300,1452
29167960101,300,937
31153010208,300,1686
32003003421,300,1329
32003003639,300,1353
32031001203,300,1548
33011019502,300,878
34001012402,300,852
35001003745,300,530
35025001003,300,1275
35043010733,300,1735
36013036802,300,850
36027050204,300,949
36029006302,300,1156
36045061802,300,1170
36055006900,300,858
36063023200,300,1513
36081011300,300,1944
36081055700,300,1429
36093032504,300,862
36103111001,300,980
36103146613,300,1173
36103146617,300,1020
37053110403,300,808
37119005618,300,1080
37119005619,300,1866
37119005625,300,2058
37183054306,300,1514
38089963600,300,811
39027964600,300,1173
39049007101,300,1153
40117957500,300,856
40131050603,300,863
40143007652,300,1208
41051008700,300,1854
42079211800,300,972
44007001602,300,1568
45035010508,300,1442
47065010700,300,1612
47189030308,300,1736
48085031678,300,1042
48113016902,300,1415
48167723505,300,929
48201520502,300,1643
48201541004,300,1978
48447950300,300,686
48491021404,300,1849
50023954900,300,891
51177020307,300,1185
53033032604,300,2052
53045960402,300,716
53053071100,300,1043
55013971000,300,785
55041950100,300,603
55079015900,300,1259
72021030903,300,687
72117959601,300,831
72151950601,300,653
01073002100,299,1177
01097002900,299,1875
01121011302,299,1314
02188000100,299,972
04013071517,299,1355
04013115500,299,1063
04019004336,299,1350
04027001004,299,1048
05121960201,299,879
06019005916,299,724
06029005405,299,1112
06037212701,299,846
06037401102,299,1340
06053000600,299,1456
06059099905,299,1126
06065040304,299,1051
06065042622,299,1567
06065044104,299,951
06067003001,299,1161
06067009403,299,670
06071002404,299,798
06081606900,299,868
06085501402,299,839
06085509102,299,2175
06107002500,299,1101
06111007609,299,839
08001009308,299,1555
08035014604,299,1515
11001003200,299,1652
11001007408,299,1422
12011031001,299,1224
12031015925,299,2952
12033001401,299,638
12057007200,299,2159
12086002705,299,2296
12095016740,299,1239
12099007623,299,1254
12103024702,299,1090
12105011837,299,1458
12117021805,299,734
13067030263,299,1161
13189950401,299,881
13285960202,299,990
17031120400,299,1261
17031819900,299,1035
17057953900,299,1110
17091010100,299,871
17105961000,299,965
17115001200,299,1202
18065976100,299,964
18105001404,299,771
18179040300,299,1026
19039960300,299,789
19153004001,299,1590
19171290400,299,1033
19181021000,299,1075
20057962102,299,1190
20061000700,299,1252
20173009603,299,908
21111010324,299,1829
21133950100,299,960
21233960300,299,890
22017021200,299,1090
23031006106,299,1292
24021752801,299,823
24025303102,299,842
25017311300,299,1392
26125168800,299,828
26163506900,299,1308
26163565900,299,1035
26163573800,299,1454
27011950200,299,696
27053020804,299,1232
27053022400,299,1644
27061480302,299,735
27085950402,299,874
27087940300,299,849
28047002802,299,635
31175971300,299,685
32003000516,299,1435
32031002218,299,1422
34001011901,299,995
34017004600,299,978
34017007001,299,1108
36007011901,299,1082
36011041500,299,1147
36047013000,299,1784
36047072600,299,734
36047078601,299,989
36055003300,299,1032
36055007000,299,1230
36081000600,299,1043
36081014500,299,1027
36081070900,299,1162
36099950100,299,856
36103158120,299,884
36105951100,299,762
36119011000,299,815
37051003208,299,1761
37081010601,299,1310
37101041104,299,2101
37119005922,299,1363
37157040800,299,843
39035105900,299,1207
39067975800,299,958
39085200900,299,686
39085201500,299,1149
39095008703,299,953
39113004400,299,797
40069660202,299,628
40109108520,299,893
42003499300,299,701
42045409400,299,1006
42065950400,299,813
42071000700,299,1186
42105950402,299,740
45057010800,299,986
45077011206,299,1811
46083010115,299,2431
47085130500,299,946
47097050504,299,1047
47155080204,299,1431
48007950103,299,586
48061012508,299,1229
48113016637,299,1075
48113019048,299,1177
48127950400,299,572
48131950500,299,643
48183010202,299,1151
48201453401,299,887
48201542303,299,1302
48215020211,299,1449
48245001302,299,1307
48303002002,299,1414
48303010510,299,1234
48339693901,299,1230
48339694104,299,1081
48339694603,299,1482
48439113517,299,1848
48453002106,299,1328
48453046400,299,1519
49049001401,299,967
50015953200,299,1341
51023040401,299,900
51710001700,299,1260
53061052809,299,1316
54049021400,299,753
55105000200,299,1279
72013300400,299,650
01007010009,298,890
01077010400,298,1440
01089001500,298,1877
05039970100,298,471
05069002500,298,453
06019001418,298,694
06037141102,298,1398
06037239802,298,1328
06037541100,298,968
06037554203,298,1259
06037570305,298,1582
06037572202,298,1059
06059052529,298,1023
06065040701,298,631
06071011300,298,586
06075012204,298,1566
06075023102,298,1128
06107002008,298,1134
06111003102,298,985
06113010512,298,1255
08031000102,298,1637
09110466201,298,933
09110502700,298,1253
09120060900,298,889
09180713100,298,938
09190043500,298,870
11001007401,298,773
12011010201,298,1347
12086000611,298,777
12086006603,298,1322
12095017811,298,1029
12099007845,298,772
13067031514,298,947
13135050563,298,1005
13273120200,298,581
16001010348,298,1496
17031570200,298,829
17031816700,298,985
18097320400,298,1409
19153004702,298,1325
19155030601,298,1019
19163011800,298,1157
20091053423,298,1537
20197483200,298,798
21029020103,298,1235
21067001600,298,1026
22013970400,298,926
22105954504,298,1086
22113950201,298,826
24031702401,298,1049
24043010802,298,1153
24045000400,298,1531
25003900300,298,1182
26021021200,298,729
26091061302,298,1343
26103001700,298,1013
26125133102,298,972
26163534100,298,737
27037060816,298,2221
27061480401,298,519
27123042002,298,1210
27145000701,298,1075
29077005600,298,1649
29095001900,298,1278
29095013707,298,1189
29189216300,298,1305
31055007445,298,1200
31109003607,298,1953
31109003725,298,1194
32003003104,298,1704
32003004912,298,1522
32019960205,298,755
32031002412,298,881
34005702810,298,498
34013006900,298,1945
34017013300,298,1395
36047007700,298,2820
36081004401,298,1134
36083052103,298,768
36085003900,298,1032
36103111506,298,897
37019020206,298,1034
37071032404,298,1506
37081012805,298,1406
37119002300,298,1229
37179020318,298,1347
39093022500,298,791
39095007103,298,1190
39095009400,298,780
39113003500,298,853
40083600903,298,623
41051003501,298,1888
42039111200,298,932
42069102100,298,856
42079200400,298,893
47087960400,298,844
47119010302,298,1133
47125101805,298,1516
47157007000,298,1360
48041002019,298,1608
48113017812,298,824
48129950200,298,658
48141010335,298,884
48159950102,298,737
48167720603,298,1726
48201551101,298,1772
48297950200,298,797
48375012800,298,1593
48439105902,298,1373
48453000801,298,951
48461950200,298,815
48469000502,298,1494
48479001826,298,1097
48485010400,298,965
48491020349,298,1443
49035113310,298,1087
49049000804,298,1118
49049001107,298,1229
51007930101,298,856
51041100818,298,1766
51059430901,298,1365
51059450200,298,1385
51061930703,298,898
51700030500,298,758
51810040403,298,1781
53025010500,298,882
53077001601,298,896
55101001301,298,1528
55131450108,298,1042
01089010625,297,2264
01095030501,297,902
01103001000,297,1410
05051010601,297,739
06001437600,297,881
06001440332,297,879
06031001402,297,790
06037183221,297,1126
06037191820,297,1967
06037222001,297,949
06037534405,297,909
06037544002,297,842
06037554201,297,1072
06037602202,297,1008
06037604002,297,1501
06037620704,297,1182
06059001103,297,1550
06059074902,297,1336
06065043266,297,1708
06065051100,297,1789
06071007303,297,2024
06077005502,297,1011
06107001200,297,604
06113011302,297,1199
08041003707,297,1190
08069002404,297,648
10001042205,297,1035
10003015600,297,745
12005002606,297,919
12005002706,297,1323
12011020308,297,1570
12011070204,297,1902
12021011214,297,1451
12031002102,297,1140
12031010204,297,1523
12033000100,297,962
12057000401,297,1000
12057013310,297,1076
12086010010,297,1238
12095016714,297,990
12099001904,297,1619
13015960407,297,1026
13045910502,297,1400
13121011309,297,1696
13135050228,297,1768
13279970302,297,832
16001010231,297,833
17031670900,297,521
17111870106,297,948
17161021700,297,1364
17163502602,297,1644
17197880428,297,1467
18089010400,297,1129
20169000400,297,1464
21061920401,297,1173
21067004007,297,686
21071920700,297,879
21185030703,297,1296
22055001421,297,1600
23027046001,297,886
24510250205,297,1331
25017357400,297,894
25027736300,297,1000
26049003100,297,983
26087334500,297,763
26125136102,297,2350
26163523200,297,879
27047181000,297,916
28083950200,297,1177
28109950702,297,833
29091090802,297,1149
29510103700,297,1241
31071973200,297,750
31153010701,297,898
32003005319,297,1239
34005700504,297,1201
34031143301,297,862
35011960100,297,727
36029004901,297,920
36047026900,297,1244
36047119200,297,1207
36055013701,297,941
36081045900,297,1051
36105950802,297,755
36119008500,297,1065
37047931202,297,613
37097060701,297,1256
37119003106,297,1809
37189920300,297,1213
37199960102,297,846
38017040800,297,1818
39035116300,297,587
39049007550,297,1053
39049009323,297,1611
39055311000,297,896
39061023521,297,1098
39095007209,297,1155
39113090600,297,1579
39135430100,297,975
39139000700,297,1307
39153532901,297,677
40083600300,297,971
